"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21694","Home Load","chromium","2026-01-27","passed","2026-01-27","","actionlink.spec.ts","",""
